"target_id","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"CELSR2",3,13.9711427370663,1.10305784514418e-12,2.08841578175703e-11
"RPS16",7,41.4337894625649,1.12375573692982e-12,2.12526757316838e-11
"ESAM",3,8.30504012970112,1.1779954974793e-12,2.22540399408672e-11
"CD99",10,42.5141544785743,1.18125553192547e-12,2.22911846216253e-11
"RPL4",15,90.0733914433239,1.24281823769928e-12,2.34272597563685e-11
"ACO1",3,18.0199302871745,1.25746365004111e-12,2.36774221055281e-11
"PCBP1",1,8.84657447721677,1.29555467002229e-12,2.43680255565656e-11
"TARBP1",5,22.7343103795906,1.32687419472646e-12,2.49298947538829e-11
"KIAA1147",2,13.3198262151108,1.32832105079021e-12,2.49298947538829e-11
"TBC1D8",7,28.3637814455303,1.34229349385935e-12,2.51647166547364e-11
"RP11-568K15.1",4,14.890294940322,1.35474022738285e-12,2.53704558451947e-11
"CPT1A",4,14.7507499035276,1.36029493279415e-12,2.54468201923022e-11
"ARSD",3,13.3411019941892,1.38565946269715e-12,2.58931961852595e-11
"SLC5A6",12,47.6442220886142,1.48176292448262e-12,2.76590394646923e-11
"LAYN",3,7.075274532408,1.49514029749775e-12,2.78785413263948e-11
"OST4",2,10.6332359402998,1.52085358147045e-12,2.83273366001668e-11
"TPM2",8,45.5079846706931,1.59810318531727e-12,2.97340386391266e-11
"GSTP1",6,30.5775961060394,1.65368329432272e-12,3.07349616805676e-11
"RHOBTB2",5,19.5090565640315,1.74477450372916e-12,3.23930171602906e-11
"HLA-DMB",6,19.4606954896755,1.75589589898383e-12,3.25644030609176e-11
"DOCK9",8,28.8959098375803,1.76232318244447e-12,3.26484581831567e-11
"WDR12",4,18.0558379989471,1.77133106526093e-12,3.2780089069152e-11
"IGSF3",2,14.8417865211646,1.81098864116764e-12,3.34780292904263e-11
"RAB42",2,4.40023175229623,1.93664820725216e-12,3.57626066053028e-11
"EXOC6",4,16.3056862530115,1.97331625875169e-12,3.64007128715555e-11
"MALAT1",8,30.2063838408057,2.00174970582825e-12,3.68857173066469e-11
"ANAPC1",5,23.6748886344369,2.13559895759023e-12,3.93100795302587e-11
"MICALL2",9,29.475405868321,2.17201229488361e-12,3.99376732428493e-11
"RNF157",4,14.3913157889912,2.17437230457503e-12,3.99384439611122e-11
"KRT20",2,4.705791555955,2.19506725439124e-12,4.02756269711467e-11
"CARHSP1",8,38.0146651243966,2.29779632579639e-12,4.21156732948362e-11
"NLN",7,32.2689366907977,2.30777916261258e-12,4.22536952100447e-11
"DFFA",3,16.6474185868874,2.54371933526774e-12,4.65241405810276e-11
"GOLGA2P5",7,18.9641911691203,2.72929122355812e-12,4.98652794174791e-11
"CFHR1",1,3.9112542036226,2.74258440337154e-12,5.00550706416189e-11
"SLC35F6",4,18.417249860981,2.75507356539119e-12,5.02298015429892e-11
"CIAO1",3,17.871270850598,2.75973864617926e-12,5.02616671617574e-11
"CACNA1D",3,10.7341476389783,2.90255586683605e-12,5.28069007705578e-11
"SERPINE1",1,8.96363160914616,2.92127814542308e-12,5.30914569277365e-11
"HSPA1A",3,21.3310546713954,2.92654612295073e-12,5.3131151899176e-11
"SOWAHC",1,6.61780702795998,2.99932959412405e-12,5.43952100812245e-11
"CD68",2,7.92687447679335,3.08960435442903e-12,5.59734946608389e-11
"ATIC",11,42.8106457701087,3.12486524995255e-12,5.6552839696883e-11
"LSR",6,12.7914697720864,3.1370268926651e-12,5.67133644635121e-11
"LIMA1",4,15.6691784861741,3.18444270792224e-12,5.75102341874133e-11
"SMAGP",6,20.885032224798,3.19769970271773e-12,5.76891813383495e-11
"FARP1",5,17.9987927979112,3.2038753632762e-12,5.77401345542737e-11
"SMC6",6,28.5236041072966,3.41800521696933e-12,6.15348086553444e-11
"STON2",1,3.61375317327716,3.5399760012739e-12,6.3597754458757e-11
"CKS2",1,8.28387638131122,3.53835013495021e-12,6.3597754458757e-11
"ALKBH2",7,28.6512590747068,3.65466182526686e-12,6.55897589453362e-11
"UBE2K",7,31.6284172852556,3.7035950059257e-12,6.63987912144577e-11
"TRIP10",8,30.6214358296007,3.73295412817311e-12,6.68555786635077e-11
"PMS1",8,23.5172203432302,3.76875152212653e-12,6.74266043351173e-11
"CDCA7",4,22.2251190517267,3.93844484073904e-12,7.03894877189761e-11
"SOX4",1,8.17970395867321,3.97328489093284e-12,7.09385755294112e-11
"DNAJB6",9,44.7121860488956,3.98112618341379e-12,7.10049927681534e-11
"PAXBP1",6,30.5436939307915,4.23682069829896e-12,7.54872635067144e-11
"AK4",6,19.5998313539218,4.25714687553379e-12,7.57710573538963e-11
"PLLP",2,6.74442047952246,4.35193750176871e-12,7.73725313288632e-11
"GNB4",1,6.52506592918996,4.35610629688301e-12,7.73725313288632e-11
"LTBR",13,53.6572712477429,4.36687789896603e-12,7.74839745842283e-11
"LEPREL1",3,17.4810911558065,4.38780439219939e-12,7.77751871123491e-11
"AC093673.5",1,4.06865620219818,4.43338612571271e-12,7.85023736484115e-11
"AC007191.4",1,5.31958845877761,4.66689341132023e-12,8.25522654862795e-11
"MEX3B",2,7.84696449998876,4.68562956745596e-12,8.27986787873833e-11
"ZNF26",4,16.7793793432893,4.74860674923454e-12,8.38127613600685e-11
"MEMO1",5,25.3125730633602,4.75274640714998e-12,8.38127613600685e-11
"RASSF6",4,12.8192491345605,5.0097552998792e-12,8.82546769546204e-11
"WWC1",8,40.6453971245222,5.03196861876061e-12,8.85554518208647e-11
"AOX1",4,10.4532124269587,5.07302930694741e-12,8.91869611524458e-11
"TTL",4,19.8035066157805,5.28953363426095e-12,9.28984454481976e-11
"MSN",1,9.74701671547034,5.30506591540909e-12,9.30763550474371e-11
"CASC15",5,11.2562224888954,5.74488854695102e-12,1.00690421948544e-10
"PEG10",4,20.0857936497963,5.75671661275589e-12,1.00795193619076e-10
"BOP1",3,11.7902403127873,6.03149092382336e-12,1.05499042768074e-10
"ADCY3",7,34.8289742496352,6.17942952471607e-12,1.07977070265044e-10
"RP11-54O7.17",1,4.48349262042742,6.36764863525663e-12,1.11153210067717e-10
"TMEM185B",1,6.70251781560879,6.73598570047534e-12,1.17463864001508e-10
"MOB1A",5,19.1511373528846,7.14516625681083e-12,1.2447327546875e-10
"CASP2",4,21.0313049619967,7.70007946942778e-12,1.34004716342193e-10
"CYSTM1",3,15.0642775275484,8.17045516281423e-12,1.42047196771066e-10
"UNC5D",2,2.76512573650447,8.43965032727896e-12,1.46579370452308e-10
"POPDC3",3,11.6712732087583,8.68886612856022e-12,1.50755764883146e-10
"IRAK2",1,6.06490400239798,8.90624509339707e-12,1.54371928283841e-10
"SCLY",11,28.1951815974348,8.9322712406198e-12,1.54514621755189e-10
"LAMC3",1,4.11350272435638,8.93241414290837e-12,1.54514621755189e-10
"CCDC85C",6,22.2958794758275,9.20530578404893e-12,1.59075439672396e-10
"ERVK3-1",6,28.5753250330322,9.26197061056585e-12,1.59894280209859e-10
"HIBCH",5,20.0071243088483,9.34558594233694e-12,1.61093598184515e-10
"MSL3P1",2,9.80912317398673,9.35014209672731e-12,1.61093598184515e-10
"G2E3",8,28.7271707182646,9.37718273226848e-12,1.61398083211043e-10
"CPNE1",19,70.7345147730901,9.70004372108402e-12,1.66788476317921e-10
"FNDC3A",4,19.9609524189008,9.75636742743293e-12,1.67589685351188e-10
"SLC35F5",7,28.9030672613538,9.83807109203473e-12,1.68824827534528e-10
"F7",2,6.01889576836694,1.00460242827552e-11,1.7222184315183e-10
"FIGN",1,5.95623459330049,1.02295074325012e-11,1.75193025402151e-10
"USB1",11,47.2352713739718,1.02972631571191e-11,1.7617829884211e-10
"SOCS2",6,21.0685344168675,1.05659961314139e-11,1.80596773162827e-10
"MIR22HG",8,25.697201192259,1.07345513402169e-11,1.83295921744893e-10
"STK17A",3,14.7347695071098,1.08757728521795e-11,1.8552345591109e-10
"ZDHHC2",2,9.90304991406318,1.10744553967691e-11,1.8872580814138e-10
"TMOD3",6,24.4354534325988,1.14071144833179e-11,1.9420274252281e-10
"SARS2",11,40.607174882259,1.18053778727258e-11,2.00784654856064e-10
"SMEK2",5,28.7830520501577,1.21850860183275e-11,2.07038310660517e-10
"C11orf68",3,15.7041114751102,1.23402390448625e-11,2.09467959117178e-10
"NDUFV2",5,22.1199981602626,1.2502440216469e-11,2.12012344970024e-10
"RP5-884M6.1",2,6.27206742373077,1.25324422544987e-11,2.12312141202319e-10
"SGK1",9,32.7040389851097,1.27660500024061e-11,2.16057245080015e-10
"SSU72",3,15.4541566071232,1.27786759367497e-11,2.16058692555702e-10
"PABPC1",14,71.5567989895217,1.28821177583559e-11,2.17594124371288e-10
"FER1L6",1,3.60781280520649,1.3096441774888e-11,2.20997644798771e-10
"RASD2",1,3.37832330660438,1.33071362028655e-11,2.24333316672377e-10
"ARHGAP26",9,31.0926067867056,1.33441648345013e-11,2.24737649983991e-10
"ADRBK2",2,9.45443433244599,1.37079239763095e-11,2.30638498230309e-10
"HSPA1B",4,18.1181138510855,1.37942432364745e-11,2.31864406557286e-10
"INSL4",1,6.83763071902595,1.41955466060531e-11,2.3837726362153e-10
"EEF1D",41,149.593165517375,1.43078872927282e-11,2.40029785945876e-10
"ZBTB7B",6,27.349621980732,1.47850261934074e-11,2.47793011951573e-10
"C2orf43",8,32.6562980368737,1.4972430082977e-11,2.50689988240633e-10
"RP11-135F9.3",1,4.48480593722485,1.52353006419899e-11,2.54843684233829e-10
"ALS2",9,30.0516917782378,1.52532383533725e-11,2.54896259544378e-10
"CAPG",6,20.1087914574619,1.61497407683125e-11,2.6961616637331e-10
"FOXQ1",1,3.32398438726931,1.67494540081553e-11,2.79357544149572e-10
"NEMF",8,34.7429080742044,1.70702788350287e-11,2.84433108364322e-10
"MAP4K3",3,14.7910234081066,1.77234757519526e-11,2.95031655778157e-10
"FSD1",4,9.5893214208934,1.80155194720489e-11,2.99603653459393e-10
"C15orf48",2,6.58061425629491,1.87923157881252e-11,3.12220644854011e-10
"FERMT1",3,14.528515409725,1.92889007653225e-11,3.20162303743489e-10
"TMEM178B",1,3.59439676176303,1.98585567164966e-11,3.29300359642463e-10
"EPB41L1",14,59.3591761797327,2.00292962796454e-11,3.31812255386549e-10
"PHLDA3",3,15.5375375585887,2.04430487798328e-11,3.38341294359019e-10
"LINC01305",2,5.54956818375621,2.06818359471259e-11,3.41964828726518e-10
"DUSP4",2,13.4688456631415,2.11596551330577e-11,3.49529912068505e-10
"GK",5,18.6746880962805,2.15188178947276e-11,3.55122330946611e-10
"FOSL1",4,17.837121651093,2.22336199025741e-11,3.66567499809999e-10
"ARHGEF37",1,4.63532997347218,2.24018948184514e-11,3.68988762741013e-10
"RP11-20F24.2",1,3.37244240998198,2.31053612241153e-11,3.80212290859869e-10
"SLC25A44",4,20.0609890369959,2.34245151650991e-11,3.84729239065293e-10
"PLD5",3,11.4871696168997,2.34114588662433e-11,3.84729239065293e-10
"NSMCE4A",10,39.9524394947915,2.42244025313583e-11,3.97487839250259e-10
"KNTC1",9,38.722128416617,2.43881412340282e-11,3.99793801447261e-10
"NES",1,6.20192431475868,2.502709951402e-11,4.0987822958845e-10
"RP11-1334A24.5",1,4.06966254295817,2.67993564275837e-11,4.3848633607867e-10
"SF3B6",2,10.129329730167,2.6858348621851e-11,4.39034618980903e-10
"NPM3",3,12.5420795918553,2.69300162392182e-11,4.39788862355915e-10
"KLF7",7,23.8361062183916,2.73500606985633e-11,4.46225564181389e-10
"F13B",1,4.6819998293855,2.95712678361263e-11,4.82008868068704e-10
"SLC2A3",5,17.078698793093,2.99625179611553e-11,4.87924595418473e-10
"MMP7",2,7.28626530862837,3.00582424202467e-11,4.88559866658897e-10
"ST8SIA4",3,11.1727344079026,3.00356506761764e-11,4.88559866658897e-10
"RPL17",22,93.6843638063533,3.05371217847344e-11,4.95875656200932e-10
"SOD2",9,33.9061137616834,3.07520283374371e-11,4.98895194186162e-10
"CUEDC1",11,48.7347736794375,3.09922999847861e-11,5.02320165981073e-10
"DDIT4L",1,4.32306835273503,3.18061575471745e-11,5.15026586823561e-10
"SMARCAL1",4,15.3674502728041,3.25434952469922e-11,5.26016547336059e-10
"FBXO32",3,8.99016285859093,3.25459190585779e-11,5.26016547336059e-10
"KAZALD1",5,13.5481601476351,3.30701522914152e-11,5.33988429080405e-10
"SPATS2L",10,42.2097103154344,3.35006142299403e-11,5.40432661580189e-10
"MFHAS1",3,16.3407897658642,3.37093917649447e-11,5.43291965124633e-10
"PDCL3",2,8.52543134543137,3.38815786092743e-11,5.45556745662791e-10
"RDH10",4,17.0655357212719,3.40407356703481e-11,5.47607688949045e-10
"B4GALT1",1,9.06025486426914,3.41810184801614e-11,5.49351462121922e-10
"PRAME",15,60.3667641170696,3.44302756749152e-11,5.5284177036637e-10
"ATP5C1",7,34.7706445133054,3.44822039798096e-11,5.53160048759906e-10
"ENDOD1",1,6.27372426794428,3.48155868760779e-11,5.57988601198089e-10
"ZC3H12A",3,15.9448778702355,3.68089893676037e-11,5.89388548154688e-10
"ACSL5",3,6.67079574584173,3.70770819186673e-11,5.9313003191896e-10
"CDKN2C",3,14.6695690934902,3.7613092301937e-11,6.01146537356283e-10
"CDC42BPG",1,4.84261820431085,3.84358037437397e-11,6.13726100742253e-10
"PAX7",2,4.7971987603822,3.85054231470144e-11,6.14268458703622e-10
"KCTD1",6,25.9845696464128,3.90764925302382e-11,6.22801933213205e-10
"RP11-479G22.8",1,5.60900033254653,4.20240411909308e-11,6.69161003399766e-10
"MPZL3",1,3.75875610439278,4.21905668974177e-11,6.71192314935928e-10
"BCS1L",15,46.2548736650838,4.22372015900118e-11,6.71314341507669e-10
"ANKRD2",3,8.25475272274501,4.30639006564897e-11,6.8382299024024e-10
"EHF",5,14.5245558224464,4.4145552418897e-11,7.00353335750623e-10
"MGEA5",11,44.9368226341013,4.44462594385224e-11,7.04475256546736e-10
"EDARADD",1,5.46575718396956,4.48362779504091e-11,7.10003890448161e-10
"UHRF1BP1L",4,17.5065656389705,4.51579994815981e-11,7.14441848547708e-10
"CTD-2267D19.3",1,6.10894320666374,4.55649971033967e-11,7.2021957348112e-10
"SLC12A8",4,5.60709126075421,5.1237266212172e-11,8.09135526644832e-10
"DDX1",2,10.5566221139427,5.20559427332496e-11,8.21311206365529e-10
"C8orf59",7,31.0238036341629,5.48241911981431e-11,8.64195782390492e-10
"CCNL1",18,65.2123563738886,5.50913052306486e-11,8.67612520858176e-10
"KTN1",15,63.0386862039216,5.52415256566453e-11,8.69183785879764e-10
"GALNT18",1,5.79896799797178,5.56319141771254e-11,8.73730400508381e-10
"IER2",2,13.5770721931125,5.55968310783434e-11,8.73730400508381e-10
"TRIML2",5,20.959197792756,5.59701153792053e-11,8.78241455253486e-10
"FAM129B",3,20.4917511923296,5.65088993221549e-11,8.85888832048597e-10
"COL11A1",2,8.21216245839635,5.66490027521563e-11,8.87277880379001e-10
"CYB5B",7,43.1494774059766,5.71462969772681e-11,8.9425390610477e-10
"PCOLCE2",7,20.6983915524494,5.84853519161034e-11,9.14377611762745e-10
"SNRNP200",7,30.5820289657639,5.98306486943146e-11,9.3456232670385e-10
"EGLN2",11,40.8758952006486,6.0887350941189e-11,9.50206675150131e-10
"FKBP10",6,33.7593070660894,6.26506950395436e-11,9.76840565462711e-10
"RDH5",7,18.1366107222936,6.30939114813844e-11,9.82861664478094e-10
"IRS1",2,10.7298305169793,6.46824612493949e-11,1.00669749310373e-09
"RNF141",5,16.8286445303129,6.53161652742381e-11,1.01564279017134e-09
"CTA-941F9.9",1,4.00859293936873,6.59351107061877e-11,1.02341983996118e-09
"SLC35D2",3,11.5811870662584,6.59030005537791e-11,1.02341983996118e-09
"WDR54",9,31.6060595153553,6.66807698438285e-11,1.03406209148454e-09
"ANLN",5,27.9394322157864,6.79196025667837e-11,1.05232628833014e-09
"SNHG1",22,91.6675317965708,6.85423149213015e-11,1.06102025496775e-09
"TOP2A",3,16.8925904197215,7.00928653080883e-11,1.08404845277653e-09
"PNPT1",5,23.3774247263634,7.13128566752051e-11,1.10192754049965e-09
"EIF3B",11,55.9556191539733,7.19837474431256e-11,1.11129747732761e-09
"RP11-1024P17.1",1,3.69595899947006,7.24620725632476e-11,1.11768043705657e-09
"TMBIM4",9,32.3083628296857,7.28099809279363e-11,1.12204218372756e-09
"IRX3",2,5.66932138788446,7.33117729236855e-11,1.12876544745503e-09
"VAT1",4,13.2666886858807,7.38865557520694e-11,1.13659952593965e-09
"PLXND1",13,45.6540491939531,7.43038208623895e-11,1.141998688348e-09
"ZNF706",9,35.9698715304773,7.48795751083418e-11,1.14982192472515e-09
"MBOAT2",7,23.4467326895848,7.69376154554539e-11,1.18037237460553e-09
"RP5-943J3.2",1,3.98565669609838,7.74778255450234e-11,1.18760271914164e-09
"DHX36",8,41.5373983434687,7.8170301204694e-11,1.19715210618282e-09
"MARCKSL1",1,7.768928339333,7.82946815098928e-11,1.19799206725927e-09
"RSPO3",3,16.154090934703,7.9938991136761e-11,1.22206644036846e-09
"TDG",6,22.1692344061897,8.13262310396288e-11,1.24217166186327e-09
"RP11-129M16.4",1,4.33537323526633,8.19185748079233e-11,1.25011082849044e-09
"DDX58",1,5.39525789030096,8.4656443824926e-11,1.29074855810588e-09
"TMEM106C",13,53.4118446355413,8.51165596848144e-11,1.29661645164427e-09
"TP53INP2",2,9.10435644548107,8.6208392994168e-11,1.31208869513827e-09
"OLA1",7,34.51743191102,8.76540667692353e-11,1.33291431276889e-09
"RARB",4,10.6156147031874,9.23583361728368e-11,1.40321144084815e-09
"TBC1D30",3,8.14730503733749,9.41609545342251e-11,1.42933840147151e-09
"HNRNPF",6,39.7086430470858,9.63774706301883e-11,1.46169669145028e-09
"DMKN",7,11.6388510233293,9.85659246870221e-11,1.49357283767168e-09
"MORF4L2",13,72.7408662506062,9.99079618717791e-11,1.5125784491115e-09
"MYADM",7,32.3956979303886,1.00616823855924e-10,1.52197300984523e-09
"INTS6",8,29.8248829333326,1.01769238795679e-10,1.53805457474628e-09
"MIR4435-1HG",12,39.2940896358566,1.01922080425518e-10,1.53901448172765e-09
"GNG4",4,14.6689121510031,1.05315055857928e-10,1.58746552701333e-09
"PTPRK",9,26.7447810046298,1.0529514810517e-10,1.58746552701333e-09
"SLC20A1",8,25.9123611809472,1.10067498763137e-10,1.65765116799833e-09
"SYNM",2,13.9177755575876,1.10901303817891e-10,1.66874983709908e-09
"ARL4C",2,12.9063354035364,1.14213259521322e-10,1.71708573149464e-09
"MYO6",5,20.8248488127803,1.17932321053304e-10,1.77145244936998e-09
"PLAT",2,6.31975484188031,1.19541216915191e-10,1.79405542354689e-09
"TMPO-AS1",1,5.63660877879467,1.21894021751906e-10,1.82777380397179e-09
"ERMP1",5,24.9343841845347,1.2717725733544e-10,1.90533649272373e-09
"ITGB3",1,3.96591178511954,1.30500046737388e-10,1.95341903148432e-09
"E2F1",2,12.4479808768739,1.34387177051212e-10,2.00985822345081e-09
"ZRANB3",6,18.8950496204258,1.37089246470598e-10,2.0472886000572e-09
"ZSWIM6",1,6.68963680481922,1.37127578180162e-10,2.0472886000572e-09
"JRK",6,14.2076883279588,1.37398945198198e-10,2.04956400590454e-09
"PPIG",9,39.3517909307176,1.57531472082701e-10,2.34784578937098e-09
"AGFG1",6,34.1081124160827,1.58829258893448e-10,2.36514200646086e-09
"PPAP2B",1,6.6413357103512,1.59839770970062e-10,2.37813420901831e-09
"CPM",5,15.2841960749019,1.61881634017549e-10,2.40643543786743e-09
"RPL12",4,22.7510039304354,1.62471116326723e-10,2.41311626137338e-09
"KCNJ3",1,1.69577763947259,1.64397637746606e-10,2.43962696015184e-09
"RP11-1055B8.4",1,4.52181084488965,1.68257710168721e-10,2.49476083347409e-09
"NCOA7",7,34.101473655911,1.68737691723209e-10,2.49972630326669e-09
"SYT6",6,9.46397510969135,1.70638807675866e-10,2.52571822804767e-09
"PBX1",10,31.9214935591598,1.71417939518426e-10,2.53507268666349e-09
"CHST3",1,7.64262240385796,1.72475830490705e-10,2.54853008878589e-09
"SCNN1A",9,26.5830738437278,1.73968575132528e-10,2.5683843881391e-09
"CALD1",9,48.274533299228,1.74507071975747e-10,2.57412871838198e-09
"RPS6KA5",5,14.1880760589523,1.76948651546928e-10,2.6079113066741e-09
"IFT172",8,20.2579653870853,1.77652816508264e-10,2.61605160309477e-09
"TBC1D9",1,6.58592052286012,1.79757113031648e-10,2.644778224101e-09
"CMC2",18,65.2471205622385,1.81591515797612e-10,2.66948824716472e-09
"TNPO1",6,34.0514313428579,1.82724157293489e-10,2.68384868372508e-09
"MARS2",1,6.27858967652402,1.8687098905516e-10,2.74241931041852e-09
"CETN3",6,25.3753611261802,1.88250437269267e-10,2.76031215635081e-09
"IMP4",12,44.3175824859218,1.9199817976166e-10,2.8128712917633e-09
"FXR1",15,56.5523926374634,1.93210153756365e-10,2.82822237813798e-09
"PTMA",9,47.9246540811004,1.94739927823747e-10,2.84819542994511e-09
"PDZK1IP1",2,6.31254912092153,2.11699866409528e-10,3.09361916740438e-09
"CHST15",4,16.4611804900298,2.12903692017258e-10,3.1085743303096e-09
"LINC00312",1,4.54980066282421,2.24330502455862e-10,3.27264202100935e-09
"FAM178A",4,15.0182412136506,2.25119285375904e-10,3.28137070028887e-09
"CD70",2,5.49239361854012,2.32256229937834e-10,3.38253811124171e-09
"YEATS2",3,12.6835829722524,2.32743377634548e-10,3.38676997742029e-09
"LPAR6",2,6.14663945048322,2.35061288391982e-10,3.41473097614289e-09
"DEDD2",7,26.7223689836305,2.34961972536605e-10,3.41473097614289e-09
"SMTN",10,32.52500273577,2.37744118860389e-10,3.4507947968371e-09
"STIM2",8,30.9174881535271,2.41601283070596e-10,3.50382870877381e-09
"PHIP",2,12.1836219197168,2.43060623328072e-10,3.52202815754361e-09
"LINC00941",3,10.1229298424648,2.53133590695974e-10,3.66490641521087e-09
"FCGRT",9,31.2184127244297,2.58634094720922e-10,3.74139951129032e-09
"CHGB",1,5.00213772812907,2.60740566286678e-10,3.76870739643723e-09
"TSN",8,36.859620838525,2.69467678130694e-10,3.89158309012047e-09
"NDUFA10",8,38.0873382439431,2.73763517064056e-10,3.95031125250973e-09
"NRG4",8,18.4216457777012,2.74448747978541e-10,3.95688491960024e-09
"NDST1",5,18.4824416934497,2.75624226437201e-10,3.97050986395196e-09
"CTC-308K20.1",2,6.53863521389853,2.78840211953526e-10,4.01348204824336e-09
"DEPTOR",1,4.47510732779606,2.8016640144503e-10,4.02920444949618e-09
"GSPT1",8,40.5725496309596,2.80655615073864e-10,4.03287372152427e-09
"APH1B",4,13.1854824944502,2.91641365683458e-10,4.18473841866411e-09
"TOX",1,3.15890415367182,2.91709956516083e-10,4.18473841866411e-09
"ZEB2",2,5.87317072926756,2.95803997018861e-10,4.2399393216622e-09
"C2orf69",1,6.38010300646598,3.02149567646125e-10,4.32729418202418e-09
"ITGB2-AS1",1,3.97412800493405,3.0944170084174e-10,4.42804905631424e-09
"INADL",4,19.83962944389,3.09966411821494e-10,4.43187660520541e-09
"PPM1F",3,11.6331548067674,3.1437804693338e-10,4.49122667546865e-09
"CCT8P1",1,2.68545211857092,3.21967877710351e-10,4.59584471008421e-09
"STK25",16,57.8440042699496,3.23558956606928e-10,4.61445399023606e-09
"ITGB5",12,46.4802851035688,3.23807236298996e-10,4.61445399023606e-09
"RBFOX3",4,8.14092541428194,3.27907084861854e-10,4.66901749180569e-09
"RP11-253E3.3",1,6.44564273807052,3.28265657578166e-10,4.67026343056501e-09
"FANCL",7,22.463911652918,3.50428249577344e-10,4.98145900327398e-09
"DHX34",3,14.6452079658491,3.51738501201966e-10,4.99596260281012e-09
"RP11-1002K11.1",1,6.3853666308845,3.5882319268718e-10,5.09239274036856e-09
"SEPT11",4,15.5560110653381,3.73275135135426e-10,5.29313358292037e-09
"DENND6A",2,8.09700271122125,3.81496670049109e-10,5.40526819759548e-09
"KCNG1",3,7.24848247144411,3.96182306032715e-10,5.608730444238e-09
"TMX4",1,7.61396197931034,4.08476947853151e-10,5.77803722049421e-09
"NAV2",5,23.0859554964547,4.15718556939227e-10,5.87564808655122e-09
"BSG",13,49.4955611894192,4.35343001564413e-10,6.14797096225678e-09
"SAP30BP",18,65.9326223121237,4.37088391486646e-10,6.16756420714449e-09
"PUM2",8,38.0732243461003,4.46428525432501e-10,6.29420381724759e-09
"LPAR1",4,16.8662041354277,4.46966886896598e-10,6.2966414508107e-09
"RBM47",8,34.8467452923339,4.48705923686109e-10,6.31081988505141e-09
"CUL4B",4,20.4767377851868,4.48549264215809e-10,6.31081988505141e-09
"PXN",12,47.4119164423184,4.56530269312127e-10,6.41562806686675e-09
"C4BPA",2,6.76044427246808,4.57331215915153e-10,6.42164589975726e-09
"C1QTNF6",6,19.8495953543891,4.58108334021051e-10,6.42731961469763e-09
"LRRC8C",2,9.59059522433682,4.60750168616864e-10,6.45912502449142e-09
"PTPN2",8,27.7210441335761,4.69591943294474e-10,6.5777232447321e-09
"HSPA5",1,9.97346414026137,4.71729919032049e-10,6.60230282291078e-09
"RP11-575F12.3",1,4.58843518716774,4.76678930459337e-10,6.66615364682136e-09
"LUCAT1",2,9.80171342490832,4.78202166434427e-10,6.68203173195357e-09
"CASC9",3,9.25180185013034,4.79005929473637e-10,6.68783886458775e-09
"ZBED5",7,30.8201902212773,4.80781483731679e-10,6.70719367061789e-09
"PARD6B",1,5.80486133237572,4.95476550060519e-10,6.90660637620767e-09
"ZNF608",6,18.8898922502398,4.96124195038709e-10,6.91004345701045e-09
"BACE2",7,23.2489445368801,4.99485767215328e-10,6.95124417072123e-09
"HMGN5",5,16.6125880884502,5.0045238876925e-10,6.95907522688088e-09
"AAMP",9,42.5041429476001,5.12861989557285e-10,7.12588646619554e-09
"INPP1",5,13.4683914258618,5.24460457559704e-10,7.27530533276662e-09
"PVRL3",4,16.8275302984184,5.24070177163007e-10,7.27530533276662e-09
"NID2",5,13.4107602582336,5.82340867516078e-10,8.07172228997144e-09
"NECAB2",2,7.68410102138624,5.85302232170915e-10,8.10624771549252e-09
"ANKRD30A",1,6.09768906179924,5.86940638213306e-10,8.11589105600084e-09
"S1PR3",2,11.3783291264519,5.86644826240439e-10,8.11589105600084e-09
"LY6K",2,4.51965252546159,5.89787308909146e-10,8.1487133481922e-09
"MARCH7",6,33.6049106930333,5.93145373881732e-10,8.18854298606439e-09
"MYO19",19,69.985294164302,5.9722541158404e-10,8.23826790727095e-09
"ARHGEF10",10,38.3465180542246,6.03263370580577e-10,8.31489968938621e-09
"SYT13",2,8.72720634279266,6.09968655482333e-10,8.40059949264997e-09
"ITGB4",9,31.1049203491923,6.14140047182945e-10,8.45129302948479e-09
"FGF5",2,4.25629491732969,6.17532689829986e-10,8.49119769599427e-09
"GPNMB",3,9.2066522208724,6.183248247938e-10,8.49530973394926e-09
"LYN",3,15.9234920190339,6.31210725632608e-10,8.6654419059157e-09
"C3",4,15.7764418686195,6.32613067920604e-10,8.67777909809242e-09
"SCD",1,9.96822037730637,6.57619752161765e-10,9.01362824979718e-09
"ELN",3,5.80348617456162,6.59442345073987e-10,9.03142461309994e-09
"SPR",1,7.50765328044043,6.80297534572027e-10,9.30964751639511e-09
"DYRK2",3,14.5529665756928,6.86108116216345e-10,9.38171169388206e-09
"SBNO2",7,20.6741154129589,7.12958885333962e-10,9.74113293847647e-09
"EIF5",13,54.2296637449723,7.22439507909124e-10,9.86284491423636e-09
"ALDH3A2",13,64.540363086713,7.26293565619914e-10,9.9076103262593e-09
"CCAT1",1,5.30215536714791,7.37965300704051e-10,1.00588640552453e-08
"MYOM3",3,12.4723247005541,7.55533786710992e-10,1.02901909970306e-08
"AURKA",12,54.8409850561453,7.5661448742662e-10,1.02967701452395e-08
"IMMT",10,44.0814986972768,7.60891828230343e-10,1.03468076626524e-08
